factgrid-ubs_combining_criteria	wiki_combining_criteria	factgrid_id	ubs_id	wiki_id	factgrid_name	ubs_name	wiki_name	factgrid_desc	ubs_desc	wiki_desc	factgrid_ref	ubs_ref
name and ref		Q168843	ID_1142nt		Tiberius	Tiberius		male biblical protagonist (Luke 3:1)	the Roman emperor Tiberius Claudius Caesar Augustus		Luke 3:1	[(42, 3, 1, 7)]
name and ref	both names	Q168852	ID_1143nt	Q41111704	Timaeus	Timaeus	Timaeus	male biblical protagonist (Mark 10:46)	the father of Bartimaeus	biblical figure	Mark 10:46	[(41, 10, 46, 19)]
name and ref		Q168876	ID_1154nt		Trophimus	Trophimus		male biblical protagonist (Acts 20:4)	a Christian of Ephesus and companion of Paul		Acts 20:4	[(44, 20, 4, 21), (44, 21, 29, 4), (55, 4, 20, 5)]
name and ref		Q168878	ID_1158nt		Tryphosa	Tryphosa		male biblical protagonist (Romans 16:12)	a person greeted in Romans 16		Romans 16:12	[(45, 16, 12, 4)]
name and ref	both names	Q168881	ID_1163nt	Q1396807	Tychicus	Tychicus	Tychicus	male biblical protagonist (Acts 20:4)	a leader from the province of Asia who was associated with Paul	Companion of the Apostle Paul	Acts 20:4	[(44, 20, 4, 19), (49, 6, 21, 14), (51, 4, 7, 7), (55, 4, 12, 1), (56, 3, 12, 7)]
name and ref		Q168967	ID_420nt		Zacchaeus	Zacchaeus		male biblical protagonist (Luke 19:2)	a chief tax collector of Jericho		Luke 19:2	[(42, 19, 2, 6), (42, 19, 5, 13), (42, 19, 8, 3)]
name and ref		Q169052	ID_429nt		Zenas	Zenas		male biblical protagonist (Titus 3:13)	a Christian lawyer		Titus 3:13	[(56, 3, 13, 1)]
name and ref		Q169077	ID_967ot		Zethar	Zethar		male biblical protagonist (Esther 1:10)	eunuch; servant of king Ahasuerus (Xerxes)		Esther 1:10	[(17, 1, 1, 1)]
name and ref		Q169131	ID_2491ot		Zuar	Zuar		male biblical protagonist (Numbers 1:8)	father of Nethanel; tribe of Issachar		Numbers 1:8	[(4, 1, 1, 1), (4, 1, 2, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 10, 1)]
name and ref		Q169137	ID_2499ot		Zurishaddai	Zurishaddai		male biblical protagonist (Numbers 1:6)	father of Shelumiel; tribe of Simeon		Numbers 1:6	[(4, 1, 1, 1), (4, 1, 2, 1), (4, 1, 7, 1), (4, 1, 7, 1), (4, 1, 10, 1)]
name, but ref swapped	both names	Q165639	ID_2102ot	Q2613514	Abdeel	Abdeel	Abdeel	male biblical protagonist (Jeremiah 36:26)	father of Shelemiah, official, time of king Jehoiakim		Jeremiah 36:26	[(24, 1, 36, 1)]
name, but ref swapped	both names	Q165667	ID_9ot	Q3603697	Abigail	Abigail	Abigail	female biblical protagonist (1 Samuel 25:3)	wife of Nabal and David	person in Bible,  sister of David, mother of Amasa	1 Samuel 25:3	[(9, 1, 25, 1), (9, 1, 25, 1), (9, 1, 25, 1), (9, 1, 25, 1), (9, 1, 25, 1), (9, 1, 25, 1), (9, 1, 25, 1), (9, 1, 25, 1), (9, 1, 27, 1), (9, 1, 30, 1), (10, 1, 2, 1), (10, 1, 3, 1), (13, 1, 2, 1), (13, 1, 3, 1)]
name, but ref swapped	both names	Q165683	ID_22ot	Q1343803	Abimelech	Abimelech	Abimelech	male biblical protagonist (Genesis 20:2)	king of Gerar		Genesis 20:2	[(1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 20, 1), (1, 1, 21, 1), (1, 1, 21, 1), (1, 1, 21, 1), (1, 1, 21, 1), (1, 1, 21, 1), (1, 1, 21, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1), (1, 1, 26, 1)]
name, but ref swapped	both names	Q165688	ID_23ot	Q11903854	Abinadab	Abinadab	Abinadab	male biblical protagonist (1 Samuel 7:1)	man from Kiriath Jearim		1 Samuel 7:1	[(9, 1, 7, 1), (10, 1, 6, 1), (10, 1, 6, 1), (13, 1, 13, 1)]
name, but ref swapped	both names	Q165692	ID_24ot	Q4667882	Abinoam	Abinoam	Abinoam	male biblical protagonist (Judges 4:6)	father of Barak		Judges 4:6	[(7, 1, 4, 1), (7, 1, 4, 1), (7, 1, 5, 1), (7, 1, 5, 1)]
name, but ref swapped	both names	Q165701	ID_19ot	Q33026741	Abital	Abital	Abital	female biblical protagonist (2 Samuel 3:4)	wife of David	biblical figure	2 Samuel 3:4	[(10, 1, 3, 1), (13, 1, 3, 1)]
name, but ref swapped		Q165712	ID_2233ot		Achbor	Achbor		male biblical protagonist (Genesis 36:38)	father of Baal-Hanan, king of Edom		Genesis 36:38	[(1, 1, 36, 1), (1, 1, 36, 1), (13, 1, 1, 1)]
name, but ref swapped	similarity > 1.3	Q165719	ID_2120ot	Q1809123	Adah	Adah	Ada	female biblical protagonist (Genesis 4:19)	wife of Lamech	Biblical figure	Genesis 4:19	[(1, 1, 4, 1), (1, 1, 4, 1), (1, 1, 4, 1)]
name, but ref swapped	similarity > 1.3	Q165721	ID_2124ot	Q1790796	Adaiah	Adaiah	Madai	male biblical protagonist (2 Kings 22:1)	father of Jedidah, wife of Amon, king of Judah	Biblical character, son of Gomer	2 Kings 22:1	[(12, 1, 22, 1)]
name, but ref swapped		Q165734	ID_2123ot		Adiel	Adiel		male biblical protagonist (1 Chronicles 4:36)	man; tribe of Simeon		1 Chronicles 4:36	[(13, 1, 4, 1)]
name, but ref swapped		Q165737	ID_2126ot		Adin	Adin		male biblical protagonist (Ezra 2:15)	family head; after exile		Ezra 2:15	[(15, 1, 2, 1), (15, 1, 8, 1), (16, 1, 7, 1), (16, 1, 10, 1)]
name, but ref swapped		Q165741	ID_2129ot		Adlai	Adlai		male biblical protagonist (1 Chronicles 27:29)	father of Shaphat, official, time of king David		1 Chronicles 27:29	[(13, 1, 27, 1)]
name, but ref swapped		Q165743	ID_2134ot		Adna	Adna		male biblical protagonist (Ezra 10:30)	descendant of Pahath-Moab; married foreign wife; after exile		Ezra 10:30	[(15, 1, 10, 1)]
name, but ref swapped		Q165751	ID_81ot		Adonikam	Adonikam		male biblical protagonist (Ezra 2:13)	family head; after exile		Ezra 2:13	[(15, 1, 2, 1), (15, 1, 8, 1), (16, 1, 7, 1)]
name, but ref swapped		Q165755	ID_85ot		Adrammelech	Adrammelech		male biblical protagonist (2 Kings 17:31)	god of Sepharvaim		2 Kings 17:31	[(12, 1, 17, 1)]
name, but ref swapped	both names	Q165760	ID_53ot	Q390086	Agag	Agag	Agag	male biblical protagonist (Numbers 24:7)	man	biblical character	Numbers 24:7	[(4, 1, 24, 1)]
name, but ref swapped		Q165763	ID_52ot		Agee	Agee		male biblical protagonist (2 Samuel 23:11)	father of Shammah, warrior, time of king David		2 Samuel 23:11	[(10, 1, 23, 1)]
name, but ref swapped		Q165771	ID_177ot		Ahasbai	Ahasbai		male biblical protagonist (2 Samuel 23:34)	from Maacah; warrior; time of king David		2 Samuel 23:34	[(10, 1, 23, 1)]
name, but ref swapped		Q165797	ID_157ot		Ahilud	Ahilud		male biblical protagonist (2 Samuel 8:16)	father of Jehoshapat, recorder; time of David		2 Samuel 8:16	[(10, 1, 8, 1), (10, 1, 20, 1), (11, 1, 4, 1), (13, 1, 18, 1)]
name, but ref swapped		Q165815	ID_165ot		Ahisamach	Ahisamach		male biblical protagonist (Exodus 31:6)	father of Oholiab; tribe of Dan		Exodus 31:6	[(2, 1, 31, 1), (2, 1, 35, 1), (2, 1, 38, 1)]
name, but ref swapped		Q165817	ID_172ot		Ahishar	Ahishar		male biblical protagonist (1 Kings 4:6)	official; time of king Solomon		1 Kings 4:6	[(11, 1, 4, 1)]
name, but ref swapped		Q165834	ID_147ot		Ahuzzath	Ahuzzath		male biblical protagonist (Genesis 26:26)	adviser of Abimelech		Genesis 26:26	[(1, 1, 26, 1)]
name, but ref swapped		Q165880	ID_287ot		Ami	Ami		male biblical protagonist (Ezra 2:57)	family head; servants of Solomon; after exile		Ezra 2:57	[(15, 1, 2, 1)]
name, but ref swapped		Q165882	ID_304ot		Amittai	Amittai		male biblical protagonist (2 Kings 14:25)	father of prophet Jonah		2 Kings 14:25	[(12, 1, 14, 1), (32, 1, 1, 1)]
name, but ref swapped		Q165899	ID_2257ot		Amok	Amok		male biblical protagonist (Nehemiah 12:7)	priest; after exile		Nehemiah 12:7	[(16, 1, 12, 1), (16, 1, 12, 1)]
name, but ref swapped		Q165905	ID_286ot		Amoz	Amoz		male biblical protagonist (2 Kings 19:2)	father of prophet Isaiah		2 Kings 19:2	[(12, 1, 19, 1), (12, 1, 19, 1), (12, 1, 20, 1), (14, 1, 26, 1), (14, 1, 32, 1), (14, 1, 32, 1), (23, 1, 1, 1), (23, 1, 2, 1), (23, 1, 13, 1), (23, 1, 20, 1), (23, 1, 37, 1), (23, 1, 37, 1), (23, 1, 38, 1)]
name, but ref swapped	both names	Q165910	ID_303ot	Q2844493	Amraphel	Amraphel	Amraphel	male biblical protagonist (Genesis 14:1)	king of Shinar	Opponent of Abram mentioned in Genesis 14	Genesis 14:1	[(1, 1, 14, 1), (1, 1, 14, 1)]
name, but ref swapped		Q165916	ID_2284ot		Anaiah	Anaiah		male biblical protagonist (Nehemiah 8:4)	man; after exile		Nehemiah 8:4	[(16, 1, 8, 1)]
name, but ref swapped		Q165920	ID_2288ot		Anammelech	Anammelech		male biblical protagonist (2 Kings 17:31)	god of Sepharvaim		2 Kings 17:31	[(12, 1, 17, 1)]
name, but ref swapped		Q165923	ID_2291ot		Ananiah	Ananiah		male biblical protagonist (Nehemiah 3:23)	ancestor of Azariah, priest, after exile		Nehemiah 3:23	[(16, 1, 3, 1)]
name, but ref swapped	similarity > 1.3	Q165927	ID_2295ot	Q723681	Anath	Anath	Asenath	male biblical protagonist (Judges 3:31)	father of Shamgar, judge of Israel	Biblical character	Judges 3:31	[(7, 1, 3, 1), (7, 1, 5, 1)]
name, but ref swapped		Q165957	ID_354ot		Araunah	Araunah		male biblical protagonist (2 Samuel 24:16)	Jebusite		2 Samuel 24:16	[(10, 1, 24, 1), (10, 1, 24, 1), (10, 1, 24, 1), (10, 1, 24, 1), (10, 1, 24, 1), (10, 1, 24, 1), (10, 1, 24, 1)]
name, but ref swapped		Q165969	ID_361ot		Arieh	Arieh		male biblical protagonist (2 Kings 15:25)	man?		2 Kings 15:25	[(12, 1, 15, 1)]
name, but ref swapped	both names	Q165971	ID_362ot	Q2712606	Arioch	Arioch	Arioch	male biblical protagonist (Genesis 14:1)	king of Ellasar	biblical king	Genesis 14:1	[(1, 1, 14, 1), (1, 1, 14, 1)]
name, but ref swapped		Q165986	ID_379ot		Arza	Arza		male biblical protagonist (1 Kings 16:9)	official; time of Elah, king of Israel		1 Kings 16:9	[(11, 1, 16, 1)]
name, but ref swapped		Q166001	ID_315ot		Asaph	Asaph		male biblical protagonist (1 Chronicles 9:15), Ancestor of Mattaniah, conductor of the temple-choir after the return from Babylon. (1 Chronicles 9:16; Nehemiah 11:17) Most probably the same as Q166000.	son of Joel; temple singer; time of king David		1 Chronicles 9:15	[(13, 1, 6, 1), (13, 1, 9, 1), (13, 1, 15, 1), (13, 1, 15, 1), (13, 1, 16, 1), (13, 1, 16, 1), (13, 1, 16, 1), (13, 1, 25, 1), (13, 1, 25, 1), (13, 1, 25, 1), (13, 1, 25, 1), (13, 1, 26, 1), (14, 1, 5, 1), (14, 1, 20, 1), (14, 1, 29, 1), (14, 1, 29, 1), (14, 1, 35, 1), (15, 1, 2, 1), (15, 1, 3, 1), (16, 1, 7, 1), (16, 1, 11, 1), (16, 1, 11, 1), (16, 1, 12, 1), (16, 1, 12, 1), (19, 1, 50, 1), (19, 1, 73, 1), (19, 1, 74, 1), (19, 1, 75, 1), (19, 1, 76, 1), (19, 1, 77, 1), (19, 1, 78, 1), (19, 1, 79, 1), (19, 1, 80, 1), (19, 1, 81, 1), (19, 1, 82, 1), (19, 1, 83, 1)]
name, but ref swapped		Q166014	ID_2347ot		Ashtoreth	Ashtoreth		female biblical protagonist (1 Kings 11:5)	phoenician goddess of love and fertility		1 Kings 11:5	[(7, 1, 2, 1), (7, 1, 10, 1), (9, 1, 7, 1), (9, 1, 7, 1), (9, 1, 12, 1), (9, 1, 31, 1), (11, 1, 11, 1), (11, 1, 11, 1), (12, 1, 23, 1)]
name, but ref swapped		Q166017	ID_2339ot		Asiel	Asiel		male biblical protagonist (1 Chronicles 4:35)	man; tribe of Simeon		1 Chronicles 4:35	[(13, 1, 4, 1)]
name, but ref swapped		Q166028	ID_183ot		Ater	Ater		male biblical protagonist (Ezra 2:16)	family head; after exile		Ezra 2:16	[(15, 1, 2, 1), (16, 1, 7, 1), (16, 1, 10, 1)]
name, but ref swapped		Q166035	ID_2354ot		Athlai	Athlai		male biblical protagonist (Ezra 10:28)	man; married foreign wife; after exile		Ezra 10:28	[(15, 1, 10, 1)]
name, but ref swapped		Q166041	ID_129ot		Azaniah	Azaniah		male biblical protagonist (Nehemiah 10:9)	father of Jeshua, Levite, after exile		Nehemiah 10:9	[(16, 1, 10, 1)]
name, but ref swapped		Q166073	ID_2163ot		Azaziah	Azaziah		male biblical protagonist (1 Chronicles 15:21)	Levite; time of king David		1 Chronicles 15:21	[(13, 1, 15, 1)]
name, but ref swapped		Q166076	ID_2157ot		Azbuk	Azbuk		male biblical protagonist (Nehemiah 3:16)	father of Nehemiah, ruler of half the district of Beth-Zur; after exile		Nehemiah 3:16	[(16, 1, 3, 1)]
name, but ref swapped		Q166078	ID_2158ot		Azgad	Azgad		male biblical protagonist (Ezra 2:12)	family head; after exile		Ezra 2:12	[(15, 1, 2, 1), (15, 1, 8, 1), (16, 1, 7, 1), (16, 1, 10, 1)]
name, but ref swapped		Q166080	ID_2167ot		Aziel	Aziel		male biblical protagonist (1 Chronicles 15:18)	Levite; time of king David		1 Chronicles 15:18	[(13, 1, 15, 1)]
name, but ref swapped		Q166082	ID_2172ot		Azmaveth	Azmaveth		male biblical protagonist (2 Samuel 23:31)	warrior; time of David		2 Samuel 23:31	[(10, 1, 23, 1), (13, 1, 11, 1)]
name, but ref swapped		Q166087	ID_2183ot		Azriel	Azriel		male biblical protagonist (1 Chronicles 5:24)	family head; tribe of Manasseh		1 Chronicles 5:24	[(13, 1, 5, 1)]
name, but ref swapped		Q166098	ID_2173ot		Azzan	Azzan		male biblical protagonist (Numbers 34:26)	father of Paltiel, chief; tribe of Issachar		Numbers 34:26	[(4, 1, 34, 1)]
name, but ref swapped		Q166105	ID_599ot		Baalis	Baalis		male biblical protagonist (Jeremiah 40:14)	king of Ammon		Jeremiah 40:14	[(24, 1, 40, 1)]
name, but ref swapped		Q166115	ID_605ot		Baara	Baara		female biblical protagonist (1 Chronicles 8:8)	wife of Shaharaim, tribe of Benjamin		1 Chronicles 8:8	[(13, 1, 8, 1)]
name, but ref swapped		Q166118	ID_619ot		Bakbakkar	Bakbakkar		male biblical protagonist (1 Chronicles 9:15)	Levite; after exile		1 Chronicles 9:15	[(13, 1, 9, 1)]
name, but ref swapped		Q166120	ID_618ot		Bakbukiah	Bakbukiah		male biblical protagonist (Nehemiah 11:17)	Levite; after exile		Nehemiah 11:17	[(16, 1, 11, 1), (16, 1, 12, 1), (16, 1, 12, 1)]
name, but ref swapped		Q166123	ID_534ot		Baladan	Baladan		male biblical protagonist (2 Kings 20:12)	king of Babylon		2 Kings 20:12	[(12, 1, 20, 1), (23, 1, 39, 1)]
name, but ref swapped		Q166137	ID_639ot		Barachel	Barachel		male biblical protagonist (Job 32:2)	father of Elihu, friend of Job		Job 32:2	[(18, 1, 32, 1), (18, 1, 32, 1)]
name, but ref swapped		Q166142	ID_645ot		Barkos	Barkos		male biblical protagonist (Ezra 2:53)	family head; temple servants; after exile		Ezra 2:53	[(15, 1, 2, 1), (16, 1, 7, 1)]
name, but ref swapped		Q166152	ID_631ot		Barzillai	Barzillai		male biblical protagonist (2 Samuel 17:27), "Barzillai the Gileadite from Rogelim"	man; from Rogelim, Gilead		2 Samuel 17:27	[(10, 1, 17, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (10, 1, 19, 1), (11, 1, 2, 1)]
name, but ref swapped		Q166165	ID_442ot		Bebai	Bebai		male biblical protagonist (Ezra 2:11)	family head; after exile		Ezra 2:11	[(15, 1, 2, 1), (15, 1, 8, 1), (15, 1, 10, 1), (16, 1, 7, 1), (16, 1, 10, 1)]
name, but ref swapped		Q166171	ID_448ot		Bedad	Bedad		male biblical protagonist (Genesis 36:35)	father of Hadad; Edomite		Genesis 36:35	[(1, 1, 36, 1), (13, 1, 1, 1)]
name, but ref swapped		Q168773	ID_553ot		Ben-abinadab	Ben-Abinadab		male biblical protagonist (1 Kings 4:11)	official; time of king Solomon		1 Kings 4:11	[(11, 1, 4, 1)]
name, but ref swapped		Q166207	ID_573ot		Beninu	Beninu		male biblical protagonist (Nehemiah 10:13)	Levite; after exile		Nehemiah 10:13	[(16, 1, 10, 1)]
name, but ref swapped		Q166216	ID_577ot		Beor	Beor		male biblical protagonist (Genesis 36:32)	father of Bela; Edomite		Genesis 36:32	[(1, 1, 36, 1), (13, 1, 1, 1)]
name, but ref swapped		Q166236	ID_576ot		Besai	Besai		male biblical protagonist (Ezra 2:49)	family head; temple servants; after exile		Ezra 2:49	[(15, 1, 2, 1), (16, 1, 7, 1)]
name, but ref swapped		Q166240	ID_609ot		Bezai	Bezai		male biblical protagonist (Ezra 2:17)	family head; after exile		Ezra 2:17	[(15, 1, 2, 1), (16, 1, 7, 1), (16, 1, 10, 1)]
name, but ref swapped		Q166245	ID_531ot		Bichri	Bichri		male biblical protagonist (2 Samuel 20:1)	father of Sheba; tribe of Benjamin		2 Samuel 20:1	[(10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 20, 1), (10, 1, 20, 1)]
name, but ref swapped		Q166247	ID_447ot		Bigthan	Bigthan		male biblical protagonist (Esther 2:21)	eunuch; servant of Ahasuerus		Esther 2:21	[(17, 1, 2, 1), (17, 1, 6, 1)]
name, but ref swapped		Q166250	ID_445ot		Bigvai	Bigvai		male biblical protagonist (Ezra 2:14)	family heads; after exile		Ezra 2:14	[(15, 1, 2, 1), (15, 1, 2, 1), (15, 1, 8, 1), (16, 1, 7, 1), (16, 1, 7, 1), (16, 1, 10, 1)]
name, but ref swapped	both names	Q166252	ID_537ot	Q2776374	Bildad	Bildad	Bildad	male biblical protagonist (Job 2:11)	Shuhite; friend of Job	character from Book of Job	Job 2:11	[(18, 1, 2, 1), (18, 1, 8, 1), (18, 1, 18, 1), (18, 1, 25, 1), (18, 1, 42, 1)]
name, but ref swapped		Q166259	ID_548ot		Bilshan	Bilshan		male biblical protagonist (Ezra 2:2)	man; after exile		Ezra 2:2	[(15, 1, 2, 1), (16, 1, 7, 1)]
name, but ref swapped		Q166262	ID_565ot		Binnui	Binnui		male biblical protagonist (Ezra 8:33)	father of Noadiah, Levite, after exile		Ezra 8:33	[(15, 1, 8, 1)]
name, but ref swapped		Q166268	ID_647ot		Birsha	Birsha		male biblical protagonist (Genesis 14:2)	king of Gomorrah		Genesis 14:2	[(1, 1, 14, 1)]
name, but ref swapped		Q166270	ID_654ot		Bishlam	Bishlam		male biblical protagonist (Ezra 4:7)	man; after exile		Ezra 4:7	[(15, 1, 4, 1)]
name, but ref swapped		Q166278	ID_455ot		Bohan	Bohan		male biblical protagonist (Joshua 15:6)	son of Reuben		Joshua 15:6	[(6, 1, 15, 1), (6, 1, 18, 1)]
name, but ref swapped	both names	Q166313	ID_1530ot	Q2118973	Chedorlaomer	Chedorlaomer	Chedorlaomer	male biblical protagonist (Genesis 14:1)	king of Elam; time of Abraham	Elamite king	Genesis 14:1	[(1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1), (1, 1, 14, 1)]
name, but ref swapped		Q166319	ID_1565ot		Chemosh	Chemosh		male biblical protagonist (Numbers 21:29)	deity; of Moab		Numbers 21:29	[(4, 1, 21, 1), (7, 1, 11, 1), (11, 1, 11, 1), (11, 1, 11, 1), (12, 1, 23, 1), (24, 1, 48, 1), (24, 1, 48, 1), (24, 1, 48, 1)]
name, but ref swapped		Q166322	ID_1570ot		Chenani	Chenani		male biblical protagonist (Nehemiah 9:4)	Levite; after exile		Nehemiah 9:4	[(16, 1, 9, 1)]
name, but ref swapped		Q166329	ID_1563ot		Chimham	Chimham		male biblical protagonist (2 Samuel 19:37)	son of Barzillai, from Gilead		2 Samuel 19:37	[(10, 1, 19, 1), (10, 1, 19, 1), (24, 1, 41, 1)]
name, but ref swapped		Q166361	ID_1535ot		Cyrus	Cyrus		male biblical protagonist (2 Chronicles 36:22)	king of Persia		2 Chronicles 36:22	[(14, 1, 36, 1), (14, 1, 36, 1), (15, 1, 1, 1), (15, 1, 1, 1), (15, 1, 1, 1), (15, 1, 1, 1), (15, 1, 3, 1), (15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 6, 1), (15, 1, 6, 1), (23, 1, 44, 1), (23, 1, 45, 1), (27, 1, 1, 1), (27, 1, 6, 1), (27, 1, 10, 1)]
name, but ref swapped	both names	Q166367	ID_829ot	Q171724	Daniel	Daniel	Daniel	male biblical protagonist (Ezra 8:2)	priest; time of Ezra	protagonist in the Book of Daniel of the Hebrew Bible	Ezra 8:2	[(15, 1, 8, 1), (16, 1, 10, 1)]
name, but ref swapped		Q166372	ID_836ot		Darius	Darius		male biblical protagonist (Ezra 4:5)	king(s) of Persia		Ezra 4:5	[(15, 1, 4, 1), (15, 1, 4, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 5, 1), (15, 1, 6, 1), (15, 1, 6, 1), (15, 1, 6, 1), (15, 1, 6, 1), (15, 1, 6, 1), (16, 1, 12, 1), (27, 1, 6, 1), (27, 1, 6, 1), (27, 1, 6, 1), (27, 1, 6, 1), (27, 1, 6, 1), (27, 1, 6, 1), (27, 1, 9, 1), (27, 1, 11, 1), (37, 1, 1, 1), (37, 1, 1, 1), (37, 1, 2, 1), (38, 1, 1, 1), (38, 1, 1, 1), (38, 1, 7, 1)]
name, but ref swapped		Q166375	ID_839ot		Darkon	Darkon		male biblical protagonist (Ezra 2:56)	family head; servants of Solomon; after exile		Ezra 2:56	[(15, 1, 2, 1), (16, 1, 7, 1)]
name, but ref swapped		Q166389	ID_785ot		Debir	Debir		male biblical protagonist (Joshua 10:3)	king of Eglon; time of Joshua		Joshua 10:3	[(6, 1, 10, 1)]
name, but ref swapped	both names	Q166399	ID_820ot	Q937827	Delilah	Delilah	Delilah	male biblical protagonist (Judges 16:4)	woman; time of Samson	woman described in the Book of Judges	Judges 16:4	[(7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1), (7, 1, 16, 1)]
name, but ref swapped		Q166417	ID_800ot		Dodo	Dodo		male biblical protagonist (Judges 10:1)	ancestor of Tola, judge of Israel		Judges 10:1	[(7, 1, 10, 1)]
name, but ref swapped		Q166420	ID_780ot		Doeg	Doeg		male biblical protagonist (1 Samuel 21:7)	Edomite; official; time of Saul		1 Samuel 21:7	[(9, 1, 21, 1), (9, 1, 22, 1), (9, 1, 22, 1), (9, 1, 22, 1), (19, 1, 52, 1)]
name, but ref swapped	both names	Q166426	ID_2098ot	Q25768260	Ebed	Ebed	Ebed	male biblical protagonist (Judges 9:26)	father of Gaal; time of judges		Judges 9:26	[(7, 1, 9, 1), (7, 1, 9, 1), (7, 1, 9, 1), (7, 1, 9, 1), (7, 1, 9, 1)]
name, but ref swapped	both names	Q166437	ID_2115ot	Q9251552	Eglah	Eglah	Eglah	female biblical protagonist (2 Samuel 3:5)	wife of David		2 Samuel 3:5	[(10, 1, 3, 1), (13, 1, 3, 1)]
name, but ref swapped	both names	Q166444	ID_217ot	Q319020	Elah	Elah	Elah	male biblical protagonist (Genesis 36:41)	chief of Edom	biblical person	Genesis 36:41	[(1, 1, 36, 1), (13, 1, 1, 1)]
name, but ref swapped		Q166459	ID_215ot		Eldad	Eldad		male biblical protagonist (Numbers 11:26)	elder of Israel; time of Moses		Numbers 11:26	[(4, 1, 11, 1), (4, 1, 11, 1)]
name, but ref swapped		Q166485	ID_239ot		Eliahba	Eliahba		male biblical protagonist (2 Samuel 23:32)	from Shaalbon; warrior; time of king David		2 Samuel 23:32	[(10, 1, 23, 1), (13, 1, 11, 1)]
name, but ref swapped		Q165886	ID_245ot		Eliam	Eliam		male biblical protagonist (2 Samuel 11:3)	father of Bathsheba, wife of Uriah, David		2 Samuel 11:3	[(10, 1, 11, 1)]
name, but ref swapped		Q166507	ID_229ot		Eliel	Eliel		male biblical protagonist (1 Chronicles 5:24)	family head; tribe of Manasseh		1 Chronicles 5:24	[(13, 1, 5, 1)]
name, but ref swapped	both names	Q166517	ID_244ot	Q1195680	Eliezer	Eliezer	Eliezer	male biblical protagonist (Genesis 15:2)	slave of Abraham	son of Moses	Genesis 15:2	[(1, 1, 15, 1)]
name, but ref swapped		Q166584	ID_265ot		Elnaam	Elnaam		male biblical protagonist (1 Chronicles 11:46)	father of Jeribai and Joshaviah		1 Chronicles 11:46	[(13, 1, 11, 1)]
